"","term","E","P","A"
"694","save",3.52,3.15,2.19
"695","say_farewell_to",-0.41,0.17,-0.33
"696","say_goodbye_to",0.03,0.42,-0.23
"697","scare",-1.71,0.75,1.99
"698","scheme",-2.7,0.39,0.46
"699","scoff_at",-2.02,-0.05,0.87
"700","scold",-1.21,0.74,1.63
"701","scorn",-2.06,0.89,1.46
"702","scowl_at",-2.05,0.16,-0.02
"703","scratch",-1.55,0.29,1.23
"704","scream_at",-2.44,0.9,2.99
"705","scrutinize",-0.76,0.59,0.45
"706","search",-0.71,1.36,1.13
"707","search_for",1.48,0.8,1.61
"708","seduce",0.29,1.65,0.36
"709","see",1.27,0.44,-0.1
"710","seek_advice_from",2.05,0.36,0.33
"711","seize",-1.75,1.57,2.02
"712","sell_something_to",1.07,1.01,1.15
"713","sentence",0.1,2.45,0.62
"714","serenade",2.11,1.27,1.25
"715","serve",1.52,0.11,0.91
"716","sexually_arouse",2.06,2.01,1.09
"717","sexually_proposition",-0.89,0.75,1.08
"718","shaft",-2.76,0.69,1.2
"719","shake_hands_with",2.02,1.39,0.45
"720","shame",-2.61,-0.07,1.1
"721","share_something_with",2.82,1.96,0.46
"722","shield",2.47,2.33,1.46
"723","shock",-0.96,1.12,1.94
"724","shoot",-3.06,1.61,2.97
"725","shoplift_from",-3.13,-0.47,0.7
"726","short_change",-2.82,-0.34,0.11
"727","shout_at",-1.76,0.8,2.48
"728","shove",-2.81,1.16,2.21
"729","show_something_to",1.32,0.82,0.53
"730","shun",-2.43,0.28,-0.35
"731","shush",-0.75,0.36,0.33
"732","sicken",-2.82,0.26,0.46
"733","silence",-1.02,1.35,0.49
"734","sing_to",2.08,1.34,1.5
"735","sit_next_to",0.88,0.16,-0.79
"736","slander",-3.02,-0.13,1.19
"737","slap",-2.54,0.78,2.52
"738","slay",-3.13,1.85,2.44
"739","sleep_with",1.65,1.3,1.12
"740","slug",-2.62,1.36,2.25
"741","smile_at",2.91,1.88,-0.27
"742","smirk_at",-0.56,-0.13,-0.33
"743","smother",-2.98,1.35,1.01
"744","snarl_at",-2.26,0.16,1.38
"745","sneer_at",-2.24,-0.32,0.06
"746","snub",-2.3,0.21,-0.16
"747","snuggle",2.76,1.21,-1.5
"748","sock",-2.48,0.89,2.42
"749","soothe",3.08,1.85,-1
"750","spare",2.43,2.31,0.29
"751","speak_to",1.58,1.09,1.21
"752","spoil",-0.28,0.87,0.73
"753","spot",0.92,0.43,0.15
"754","spurn",-2.16,0.18,0.81
"755","stab",-3.64,1.8,2.59
"756","stall",-0.97,0.62,0.09
"757","stammer_at",-1.05,-0.95,0.38
"758","stare_at",-1.26,-0.22,-1.37
"759","stare_down",-1.53,0.92,-1.03
"760","startle",-1.1,0.89,1.87
"761","state_something_to",1.02,0.75,0.82
"762","steal_from",-3.3,0.53,0.92
"763","stop",0.08,1.43,1.22
"764","strangle",-3.48,1.82,2.56
"765","strip",-1.83,1.45,1.47
"766","stroke",1.26,0.67,-0.55
"767","study",0.95,0.82,-1
"768","stun",-0.68,1,1.43
"769","stutter_at",-1.01,-1.32,0.35
"770","stymie",-1.71,0.77,0.62
"771","subdue",-0.87,2.03,1.43
"772","submit_to",-1.01,-2.27,-1.6
"773","suck_up_to",-1.89,-1.64,0.77
"774","sue",-1.02,1.46,1.11
"775","suggest_something_to",1.09,0.87,0.49
"776","summon",0.3,1.51,0.77
"777","supervise",1.47,2.17,0.65
"778","support",3.02,2.4,0.68
"779","surprise",1.47,1.37,1.93
"780","suspect",-0.99,0.2,-0.11
"781","sweet_talk",0.99,0.89,0.32
"782","swindle",-3.09,0.62,1.13
"783","sympathize_with",2.87,1.67,-0.86
"784","tackle",-0.88,2.23,2.95
"785","take_into_custody",0.17,2.28,1.88
"786","take_the_side_of",1.15,1.33,0.79
"787","talk_down_to",-2.71,-0.65,1.16
"788","talk_to",2.31,1.22,1.31
"789","tantalize",0.18,1.37,1.06
"790","taunt",-2.66,-0.1,1.92
"791","teach",3.02,2.27,1.11
"792","tease",-1.84,0.1,1.47
"793","tell_off",-1.33,0.92,2.11
"794","tell_something_to",0.93,0.84,0.84
"795","tell_to_shut_up",-1.8,0.65,1.82
"796","tempt",-1.21,1.06,0.59
"797","terrorize",-3.59,0.92,2.24
"798","test",0.48,0.88,0.37
"799","thank",3.18,2.17,0.78
"800","threaten",-2.88,0.73,1.83
"801","thrill",2.26,1.99,2.06
"802","tickle",0.83,1.08,2.38
"803","tip",2.51,1.5,0
"804","titillate",1.08,1.18,1.3
"805","toast",2.2,1.35,1.44
"806","torment",-3.32,0.82,1.88
"807","torture",-3.55,1.73,2.1
"808","touch",1.07,1.29,0.3
"809","train",2.4,2.01,1.25
"810","transact_business_with",1.76,1.24,0.92
"811","trap",-2.67,1.35,0.93
"812","treat",2.62,1.82,0.79
"813","trick",-2.28,0.56,0.9
"814","trust",2.25,1.65,-0.7
"815","turn_to",1.6,0.35,-0.05
"816","underestimate",-1.87,-1.14,-0.63
"817","undermine",-2.45,0.43,0.42
"818","underpay",-3.13,0.31,-0.87
"819","underrate",-1.84,-0.49,-0.41
"820","understand",2.96,2.08,-0.67
"821","undress",0.99,1.37,0.15
"822","unfriend",-1.21,0.95,-0.33
"823","unnerve",-2.06,0.88,1.26
"824","uplift",3.2,2.47,0.92
"825","upset",-2.59,0.58,1.22
"826","upstage",-1.43,1.11,1.68
"827","urge",0.94,1.15,1.16
"828","use",-2.73,0.56,0.86
"829","vaccinate",2.76,2.02,0.35
"830","value",2.84,1.7,-0.04
"831","vex",-1.64,0.15,0.85
"832","victimize",-3.41,0.51,1.68
"833","visit",2.28,1.33,0.94
"834","vouch_for",2.08,1.76,0.99
"835","wait_on",0.36,-0.81,-0.82
"836","walk_out_on",-2.12,0.6,1.11
"837","warn",2.37,1.87,1.75
"838","wash",1.79,0.99,0.49
"839","watch",0.25,-0.14,-1.61
"840","wed",2.3,1.95,1.22
"841","welcome",2.85,1.84,1.21
"842","wheedle",-1.47,-0.05,0.86
"843","whine_to",-1.97,-1.82,1.2
"844","whip",-3.16,1.87,2.74
"845","whisper_to",0.61,-0.17,-2.1
"846","wink_at",1.11,0.63,-0.02
"847","witness",0.72,0.54,-0.34
"848","work",-0.2,0.99,1.02
"849","worship",-0.38,-0.38,-0.1
"850","wrestle_with",-0.14,1.61,2.65
"851","wrong",-2.94,-0.05,0.83
"852","yell_at",-2.27,0.72,2.73
"853","yield_to",0.51,-0.99,-1.21
